trial_num,trial_start,open_time,open_latency
1,72.2884,93.2882,20.999800000000008
2,581.0838,586.7828,5.698999999999955
3,953.1458,957.8127999999999,4.666999999999916
4,1307.0757999999998,1311.6758,4.600000000000136
5,1661.3358,,
