trial_num,trial_start,open_time,open_latency
1,86.1623,126.47939999999998,40.31709999999998
2,450.03639999999996,493.88739999999996,43.851
3,793.2094,846.1114,52.902000000000044
4,1139.1504,,
5,1474.9604,1533.7604,58.799999999999955
