trial_num,trial_start,open_time,open_latency
1,69.7204,161.5711,91.8507
2,459.1611,507.9951,48.834
3,811.9841,886.4861,74.50199999999995
4,1168.2381,1230.1281000000001,61.8900000000001
5,1556.6981,1599.5681000000002,42.87000000000012
