trial_num,trial_start,open_time,open_latency
1,72.49690000000001,100.0307,27.533799999999985
2,467.07169999999996,,
3,832.3457000000001,,
4,1186.9886999999999,1195.3687,8.38000000000011
5,1550.9587,1576.5587,25.600000000000136
