start,stop,label,duration,trial_num,open_latency,before_open,trial_start,lever_press,prox_to_trial_start,prox_to_lever_press,rms,zcr,centroid,bandwidth,flatness,rolloff,f0,contrast1,contrast2,contrast3,contrast4,contrast5,contrast6,contrast7
1.416,1.451,USV_1,0.03500000000000014,,,None,,,,,0.028195619583129883,0.019683837890625,10999.317077289945,13541.197721691915,0.00024286973779666612,23648.4375,21956.437129190213,3.444005633307662,3.213354071467414,5.04300584049261,17.26532317897943,11.461739729776777,15.204168588753092,55.518178212227795
3.034,3.083,USV_2,0.04900000000000038,,,None,,,,,0.013204062357544899,0.04940941220238095,17105.725947745,14611.11310111409,0.0006021470167942073,28977.678571428572,16891.185181545927,1.7858554179148933,6.788792651221091,5.245542762969023,15.969240971414438,11.030638544697338,15.178569346971424,60.14452252436174
3.115,3.164,USV_3,0.04899999999999993,,,None,,,,,0.012602448463439941,0.055652436755952384,16195.909441978458,12913.691286023382,6.794204595898569e-05,27325.89285714286,20323.398029256805,1.2905931197333704,4.834427561308684,4.60624467413206,16.439132742667628,11.331068696080289,14.443457352498648,61.02649601637546
4.588,4.646,USV_4,0.05799999999999983,,,None,,,,,0.012172660790383816,0.06299845377604167,16987.93102003688,12998.73923769402,0.00011607496406090729,28097.65625,16093.074460732636,2.619586228400438,3.4475094169494453,4.810210010808782,18.477289113418745,11.770253515513637,14.934886642975377,63.78102602434054
4.715,4.764,USV_5,0.04900000000000038,,,None,,,,,0.011296167969703674,0.0647553943452381,16911.258441292262,13309.93478714518,5.210605654583881e-05,27870.535714285714,20103.68987734564,3.781996540316001,3.1748159105276414,4.612811615702915,17.96446410041391,10.933886944976118,14.659418732958894,62.23862609356132
6.909,6.9350000000000005,USV_6,0.02600000000000069,,,None,,,,,0.019734228029847145,0.027750651041666668,11227.414708677825,12123.51158732049,9.658662726867804e-05,20648.4375,15136.2597427946,3.445417404370984,5.01586019050749,5.2075151325085605,15.58829542045783,10.014009633703418,18.804828813185768,57.650233601071896
9.241,9.29,USV_7,0.04899999999999949,,,None,,,,,0.011981586925685406,0.056396484375,17256.844643981975,13075.699400356501,9.328472950937138e-05,28441.964285714286,23109.94283411904,2.527803110999286,3.8620715765164073,4.67554847133084,16.060563711380592,13.505441221720838,16.306696232808687,62.9097676380612
9.349,9.398,USV_8,0.04899999999999949,,,None,,,,,0.012800916098058224,0.044619605654761904,16890.804092687886,13410.023227034635,0.00014887367834446463,28200.89285714286,23023.43172857294,2.598450333862967,4.071117739646276,5.105885505027097,15.855984847775268,13.714595193325724,15.333278209806869,61.30212812537238
12.206,12.258,USV_9,0.0519999999999996,,,None,,,,,0.012108171358704567,0.056596235795454544,17518.141632118186,14302.000001445402,0.0002508175895000144,28559.659090909092,22893.715216252094,2.631717149611702,3.781123447265727,4.949940399207643,15.796292583434003,12.069051423864845,15.50306113385517,60.9703159223769
12.324,12.367,USV_10,0.04300000000000104,,,None,,,,,0.014206675812602043,0.05165501644736842,17206.656242138517,14973.256489196032,0.000346664690056545,28277.96052631579,21619.08054005269,2.776536186527381,5.455985264292207,6.090503476747976,15.834541981764739,11.128584604394607,16.475346122839046,59.894271594786844
