start,stop,label,duration,trial_num,rms,zcr,centroid,bandwidth,flatness,rolloff,f0,contrast1,contrast2,contrast3,contrast4,contrast5,contrast6,contrast7
52.379925,52.802925,USV_1,0.4230000000000018,1,0.05873735621571541,0.08755701669254658,19475.753548611407,11184.226319967613,2.92621731285824e-05,30642.85714285714,24991.636075656097,2.6828462666970605,2.55048668738164,4.9735498701555505,18.66360475465129,11.004506457800003,16.063018408999092,71.7327683188458
52.837925,52.871925,USV_2,0.03399999999999892,1,0.01763850823044777,0.053238932291666666,19730.83903722165,14133.801554141864,0.0005235317769861774,31512.5,26089.54796219205,2.5435402240347726,2.1557164587039686,5.296335807341363,18.04392647566376,11.920627389258517,16.161793895695663,59.1560774746708
53.142925,53.553925,USV_3,0.41100000000000136,1,0.02539077214896679,0.08487696556528662,19098.823773306456,11026.714647075478,9.79252733803285e-06,29920.58121019108,24323.704206013026,2.760712597681879,3.0610460357196208,4.949352635871613,16.41033986136468,10.787825303896506,16.900117774860245,71.06964013047576
53.590925,53.598925,USV_4,0.008000000000002672,1,0.01278878003358841,0.04873046875,19683.78741407315,14671.107949059966,0.00013627236358817853,32118.75,25253.103896601424,2.0898766409225855,5.001406362593298,5.015912276248692,10.45142161121407,8.711673150481863,14.915123213149254,41.88979171216444
53.720925,53.777925,USV_5,0.05700000000000216,1,0.01585477776825428,0.038045247395833336,18162.123618473237,13371.0681051301,8.9941001546121e-05,30089.84375,25288.381938265666,2.767870449219132,3.7026993116921,5.3652644737551585,14.689923923651248,10.902637217204846,15.350636680577496,61.65661055754665
53.900925,54.027925,USV_6,0.12700000000000244,1,0.018749022856354713,0.0652880859375,19943.31776018907,11527.368517214365,8.657341307341548e-06,31276.875,25322.67757556597,2.550037682587296,4.785758178440822,4.857118247821904,14.35545500684364,11.193507660284872,14.556241088515637,67.6994451964417
54.076925,54.347925000000004,USV_7,0.2710000000000008,1,0.04521940276026726,0.09332744891826923,21185.86677189809,11243.009854339387,4.90127549706797e-05,31991.28605769231,25784.254997683784,2.709775833602905,2.8527076987704083,5.362598111029595,15.98056583062873,11.194518485837268,15.505298176424391,71.71579166424964
54.413925,54.667925,USV_8,0.2539999999999978,1,0.021254941821098328,0.07993114237882654,19034.31691047583,11617.607068330219,2.125209330120177e-05,30505.102040816328,25277.108608918083,2.6158612918165844,3.9891757229845197,4.687928257363008,16.310056607885382,12.602403274634428,15.722320960524272,68.88029069415768
54.698925,54.783924999999996,USV_9,0.08499999999999375,1,0.048472654074430466,0.09505687040441177,22104.7307608517,11649.868309147192,0.0003109066854472845,32426.470588235294,25256.188180138255,2.7044935936505574,4.914715053669855,4.830374911827524,15.765875072487548,11.542220312461001,16.360580359052594,70.08015133662826
55.006925,55.040925,USV_10,0.03399999999999892,1,0.013151971623301506,0.05266927083333333,18309.24757173435,14081.693122753799,0.00013151111026444214,30062.5,24359.09865007043,2.4036034707468454,4.335584755164089,5.419644835401473,15.595886292773978,9.393630614256953,15.270272030520074,58.13165057266125
55.159925,55.203925,USV_11,0.04399999999999693,1,0.02393537387251854,0.08466539884868421,19452.12175541296,12534.705216972143,0.00022528738004124951,29886.513157894737,23616.446728026047,1.7823416367695504,4.062930172612414,6.348057952695631,14.386428148274945,8.871154689875453,15.688696151985605,64.1602421809361
55.238925,55.290925,USV_12,0.0519999999999996,1,0.01775158755481243,0.06008078835227273,21325.71725089236,12971.724648852542,6.705200413966167e-05,32803.97727272727,27666.516711518474,2.371173722343338,3.383968930955289,5.202301183511306,14.998162366302124,12.175807432803749,13.86902757372331,63.34808361929329
55.330925,55.358925,USV_13,0.027999999999998693,1,0.02191757969558239,0.047513521634615384,19397.300368622156,15266.75314679434,0.0004666360746767897,30634.615384615383,25407.301393284746,2.246790913199208,5.813050524218789,4.42768880862507,14.34884423755052,11.767737467449836,15.375723314153873,56.058446205164316
55.410925,55.430925,USV_14,0.020000000000003126,1,0.015099803917109966,0.0450439453125,20309.840375195672,17625.72262070045,0.0009453744596562674,33459.375,25613.120540362223,2.38909400327416,2.268330439416304,5.53629124192821,13.355126030099441,10.92217507201959,18.43671860631212,50.36895708810318
55.664925,55.689925,USV_15,0.025000000000005684,1,0.010806798934936523,0.029012044270833332,17712.9366551826,16239.406182146748,0.0004315724108849076,30398.4375,25246.13867195425,2.297901297661515,3.657019113959906,5.300589071893753,10.555571059206455,10.955487143281415,15.309386485779896,53.47832993261378
