trial_num,trial_start,open_time,open_latency
1,66.10119999999999,77.98479999999999,11.883600000000001
2,420.22479999999996,476.9258,56.70100000000002
3,763.0648,764.8148,1.75
4,1122.8398000000002,,
5,1493.6798000000001,1583.5298,89.84999999999991
