start,stop,label,duration,trial_num,open_latency,before_open,trial_start,lever_press,prox_to_trial_start,prox_to_lever_press,rms,zcr,centroid,bandwidth,flatness,rolloff,f0,contrast1,contrast2,contrast3,contrast4,contrast5,contrast6,contrast7
1.221,1.287,USV_1,0.06599999999999984,,,None,,,,,0.013206075876951218,0.02824797453703704,15008.871680483746,13610.89769788571,9.55086475581718e-05,28048.61111111111,16996.143110166136,2.4660874696755863,3.102162458558047,5.275203945815369,16.15583639172802,10.996116939683121,14.990296088205328,62.16088684028172
2.369,2.425,USV_2,0.055999999999999606,,,None,,,,,0.011836514808237553,0.044072690217391304,15960.370548500452,13162.825716941166,3.5797756963416336e-05,28145.380434782608,24589.43470097715,2.833979211519393,6.253364581294812,5.091609637376286,16.29075980571537,10.831425724706536,17.215218582932025,60.63130943997972
3.052,3.074,USV_3,0.021999999999999797,,,None,,,,,0.00995605904608965,0.024369673295454544,16405.756541713195,19833.7912448553,0.0003162561514078425,30980.113636363636,20685.48088044758,1.9923390131689123,4.009969291508086,5.40652991692714,16.15330768279151,9.496979071246558,14.386372801915734,48.486900179755295
4.316,4.369,USV_4,0.052999999999999936,,,None,,,,,0.01024092361330986,0.05422141335227273,17134.3871781452,13805.75299140286,5.589263861085978e-05,29382.102272727272,17942.785804517578,1.3808212178656112,4.364683242333748,6.07770760234876,17.373723068514316,11.204164012261758,19.20516997714983,60.52862940487918
5.194,5.253,USV_5,0.05900000000000016,,,None,,,,,0.013112573884427547,0.044423828125,14543.961772965558,13346.706055545055,2.3143288161310126e-05,27153.75,24162.181964507075,2.85897279764385,2.681963358510877,4.738230805100543,19.115164968554208,9.974992415420568,17.629292466314062,62.09946787672256
6.609,6.758,USV_6,0.14900000000000002,,,None,,,,,0.010922017507255077,0.04101141567887931,13872.242911770656,12669.246443744898,5.285729610484483e-05,26692.887931034482,15844.394091425082,2.3623383145844787,2.772689846493488,5.416598876346341,16.631605819389957,12.453531441219033,14.852326039277479,64.00190408577835
11.282,11.349,USV_7,0.06700000000000017,,,None,,,,,0.012541216798126698,0.032069614955357144,12909.627680865586,12428.104301227246,0.00011295545999138154,24840.401785714286,14769.230769230768,2.405693515902737,4.572617953119819,4.672452404473218,16.083443371785673,10.839940952142006,18.352029209681653,61.8791048874562
11.831,11.895,USV_8,0.06400000000000006,,,None,,,,,0.03257624804973602,0.0096435546875,11532.924826483677,14701.795311224405,8.275963048153476e-05,26358.173076923078,17302.235689405377,4.371012829445037,3.234663000975668,5.015972326723693,21.890075862670074,9.891623764390603,14.360251756091365,57.540535748920284
11.975999999999999,12.033,USV_9,0.057000000000000384,,,None,,,,,0.01710631139576435,0.029388427734375,13922.973030043804,15226.100367925661,0.00018293488025786505,27519.53125,19066.039648039598,2.809765188247018,2.4321141250485536,5.335185913524996,16.896625872538284,11.211518131995716,18.068677806603514,58.8946585107631
13.656,13.769,USV_10,0.11299999999999955,,,None,,,,,0.02844114787876606,0.020502387152777777,9073.224831715592,11272.563614985505,7.948240968999438e-05,18502.083333333332,16424.39352320978,3.359925760181233,4.172834616805959,4.827138578513771,15.990342450273276,11.694019455656816,15.873132511760426,60.301300409688885
