1.221	1.287	USV_1
2.369	2.425	USV_2
3.052	3.074	USV_3
4.316	4.369	USV_4
5.194	5.253	USV_5
6.609	6.758	USV_6
11.282	11.349	USV_7
11.831	11.895	USV_8
11.975999999999999	12.033	USV_9
13.656	13.769	USV_10
15.506	15.558	USV_11
15.661	15.716	USV_12
17.7	17.762999999999998	USV_13
18.342	18.417	USV_14
22.436	22.496	USV_15
22.692999999999998	22.732	USV_16
22.947	22.98	USV_17
23.2	23.233	USV_18
23.454	23.512	USV_19
23.726	23.802	USV_20
23.933	23.976	USV_21
26.957	27.012	USV_22
27.057000000000002	27.12	USV_23
29.609	29.746000000000002	USV_24
31.021	31.114	USV_25
31.474	31.554	USV_26
32.522	32.623	USV_27
34.061	34.168	USV_28
35.0	35.097	USV_29
36.297	36.387	USV_30
40.484	40.574	USV_31
41.9	41.949	USV_32
44.572	44.659	USV_33
45.011	45.09	USV_34
47.333	47.382	USV_35
47.451	47.581	USV_36
53.837	53.914	USV_37
57.778999999999996	57.9	USV_38
58.292	58.400999999999996	USV_39
62.412	62.53	USV_40
64.874	64.998	USV_41
65.65	65.733	USV_42
66.568	66.702	USV_43
69.095	69.203	USV_44
70.80799999999999	70.834	USV_45
75.05	75.116	USV_46
77.118	77.187	USV_47
78.028	78.068	USV_48
81.926	81.954	USV_49
82.451	82.475	USV_50
82.757	82.807	USV_51
82.857	82.907	USV_52
83.083	83.101	USV_53
83.212	83.309	USV_54
83.58500000000001	83.688	USV_55
83.998	84.007	USV_56
84.189	84.22	USV_57
84.497	84.507	USV_58
84.731	84.769	USV_59
85.319	85.39	USV_60
85.545	85.564	USV_61
85.607	85.731	USV_62
86.06	86.074	USV_63
87.485	87.573	USV_64
88.2	88.224	USV_65
88.281	88.311	USV_66
88.497	88.542	USV_67
88.783	88.829	USV_68
89.105	89.186	USV_69
89.354	89.385	USV_70
89.944	89.998	USV_71
90.147	90.229	USV_72
90.344	90.406	USV_73
90.68	90.689	USV_74
90.995	91.011	USV_75
91.129	91.216	USV_76
91.391	91.425	USV_77
91.574	91.636	USV_78
92.276	92.29	USV_79
92.406	92.485	USV_80
92.596	92.673	USV_81
93.388	93.418	USV_82
93.69200000000001	93.798	USV_83
96.252	96.29	USV_84
96.379	96.421	USV_85
98.479	98.534	USV_86
100.131	100.192	USV_87
101.643	101.665	USV_88
105.083	105.182	USV_89
106.083	106.11	USV_90
108.437	108.451	USV_91
109.127	109.175	USV_92
109.337	109.365	USV_93
109.78	109.818	USV_94
110.203	110.228	USV_95
110.634	110.675	USV_96
110.794	110.817	USV_97
110.958	111.005	USV_98
111.297	111.328	USV_99
116.068	116.08	USV_100
116.375	116.394	USV_101
117.363	117.407	USV_102
117.81700000000001	117.834	USV_103
118.235	118.285	USV_104
118.449	118.516	USV_105
120.16	120.189	USV_106
121.554	121.564	USV_107
122.127	122.154	USV_108
122.664	122.677	USV_109
124.095	124.12	USV_110
124.997	125.017	USV_111
127.538	127.557	USV_112
127.773	127.827	USV_113
128.019	128.045	USV_114
129.068	129.093	USV_115
130.552	130.592	USV_116
