trial_num,trial_start,open_time,open_latency
1,164.63809999999998,221.7891,57.15100000000001
2,539.0781,,
3,913.1031,917.6191,4.515999999999963
4,1297.2241,1298.8741,1.650000000000091
5,1662.0541,1779.9341,117.87999999999988
