trial_num,trial_start,open_time,open_latency
1,88.9946,135.6784,46.683800000000005
2,452.15139999999997,,
3,825.2924,916.7774000000001,91.48500000000001
4,1193.8193999999999,,
5,1588.8393999999998,1593.4894,4.650000000000091
