trial_num,trial_start,open_time,open_latency
1,116.26650000000001,182.1675,65.90099999999998
2,487.5905,583.4425,95.85199999999998
3,845.7004999999999,897.0155,51.315000000000055
4,1211.1375,1254.7275000000002,43.590000000000146
5,1559.5475000000001,,
