trial_num,trial_start,open_time,open_latency
1,112.582,201.01700000000002,88.43500000000003
2,450.489,456.039,5.550000000000011
3,794.8960000000001,798.663,3.766999999999939
4,1154.32,1218.37,64.04999999999995
5,1514.96,,
